id,sid,time
17516,20611,27694
16065,21310,27695
17054,11404,27698
18367,11301,27699
16065,21209,27702
17054,11305,27705
18367,11302,27706
16065,21109,27709
17054,11306,27712
18367,11402,27713
16065,21008,27716
17054,11307,27719
18367,11403,27720
16065,20909,27723
17054,11308,27726
18367,11404,27727
16065,20809,27730
17054,11309,27733
18367,11305,27734
16065,20709,27737
17054,11310,27740
18367,11306,27741
16065,20710,27744
17054,11411,27747
18367,11307,27748
17054,11410,27754
18367,11308,27755
18367,11309,27762
17054,21411,27763
18367,11310,27769
18367,11411,27776
17054,21410,27779
18367,11410,27783
17054,21310,27786
18367,21411,27792
17054,21209,27793
17054,21109,27800
17054,21009,27807
18367,21410,27808
17054,20909,27814
18367,21310,27815
17054,20809,27821
18367,21210,27822
17054,20709,27828
18367,21109,27829
17054,20710,27835
18367,21009,27836
18367,20909,27843
18059,11502,27850
18367,20809,27850
18367,20709,27857
18059,11402,27858
18367,20710,27864
18059,11303,27865
18059,11404,27872
18367,20610,27873
18059,11305,27879
11396,11300,27880
18059,11306,27886
11396,11301,27889
18059,11307,27893
11396,11302,27896
15408,11502,27900
18059,11208,27900
11396,11403,27903
18059,11209,27907
15408,11402,27908
11396,11404,27910
18059,11310,27914
15408,11403,27915
11396,11305,27917
18059,11411,27921
15408,11404,27922
11396,11206,27924
18059,11410,27928
15408,11405,27929
11396,11307,27931
15408,11406,27936
18059,21411,27937
11396,11208,27938
15152,11504,27940
15408,11306,27943
11396,11309,27945
15152,11404,27948
15408,11307,27950
11396,11310,27952
18059,21410,27953
15152,11405,27955
15408,11308,27957
11396,11411,27959
18059,21309,27960
18347,11502,27960
15152,11406,27962
15408,11309,27964
11396,11410,27966
18059,21208,27967
18347,11402,27968
15152,11307,27969
15408,11310,27971
18059,21108,27974
11396,21411,27975
18347,11403,27975
15152,11308,27976
15408,11411,27978
18059,21009,27981
18347,11404,27982
15152,11309,27983
15408,11410,27985
18059,20909,27988
18347,11305,27989
15152,11310,27990
11396,21410,27991
15408,21411,27994
18059,20809,27995
18347,11306,27996
15152,11411,27997
11396,21309,27998
18059,20709,28002
18347,11307,28003
15152,11410,28004
11396,21209,28005
18059,20710,28009
10196,11504,28010
15408,21410,28010
18347,11408,28010
11396,21109,28012
15152,21411,28013
15408,21311,28017
18059,20610,28017
18347,11409,28017
10196,11404,28018
11396,21009,28019
10196,11305,28024
15408,21210,28024
18347,11310,28024
11396,20909,28026
15152,21410,28029
10196,11306,28030
15408,21109,28031
18347,11311,28031
11396,20809,28033
10196,11307,28036
15152,21309,28036
15408,21009,28038
18347,11411,28038
11396,20709,28040
14825,11504,28040
10196,11308,28042
15152,21209,28043
15408,20908,28045
18347,11410,28045
11396,20710,28047
10196,11309,28048
14825,11404,28048
15152,21109,28050
15408,20809,28052
10196,11310,28054
18347,21411,28054
14825,11405,28055
11396,20611,28056
15152,21009,28057
15408,20709,28059
10164,11504,28060
10196,11411,28060
14825,11406,28062
15152,20909,28064
10196,11410,28066
15408,20710,28066
10164,11404,28069
14825,11307,28069
18347,21410,28070
15152,20809,28071
15408,20711,28074
10196,21411,28075
10164,11305,28076
14825,11308,28076
18347,21309,28077
15152,20709,28078
10164,11306,28083
14825,11309,28083
18347,21209,28084
15152,20710,28085
10164,11307,28090
14825,11310,28090
10196,21410,28091
18347,21109,28091
10164,11308,28097
10196,21309,28097
14825,11411,28097
18347,21009,28098
10196,21209,28103
10164,11309,28104
14825,11410,28104
18347,20909,28105
10196,21109,28109
10164,11310,28111
18347,20809,28112
14825,21411,28113
10196,21009,28115
10164,11411,28118
18347,20709,28119
10196,20909,28121
10164,11410,28125
18347,20710,28126
10196,20809,28127
14825,21410,28129
10196,20709,28133
10164,21411,28134
18347,20610,28135
14825,21310,28136
10196,20710,28139
14825,21209,28143
10196,20610,28147
10164,21410,28150
14825,21109,28150
10164,21309,28157
14825,21009,28157
10164,21210,28164
14825,20909,28164
10164,21109,28171
14825,20808,28171
10164,21009,28178
14825,20709,28178
10164,20909,28185
14825,20710,28185
10164,20809,28192
14825,20611,28194
10164,20709,28199
10164,20710,28206
10164,20711,28215
12573,11504,28240
12573,11404,28249
12573,11305,28256
12573,11306,28263
12573,11307,28270
12573,11308,28277
12573,11309,28284
12573,11310,28291
12573,11411,28298
12573,11410,28305
13982,11502,28310
12573,21411,28314
13982,11402,28318
13982,11403,28325
12573,21410,28330
13982,11404,28332
12573,21311,28337
13982,11305,28339
12573,21310,28344
13982,11306,28346
12573,21309,28351
13982,11307,28353
12573,21209,28358
13982,11308,28360
12573,21109,28365
13982,11309,28367
12573,21009,28372
13982,11310,28374
12573,20909,28379
13982,11411,28381
12573,20809,28386
13982,11410,28388
12573,20709,28393
13982,21411,28397
12573,20710,28400
12573,20610,28409
13982,21410,28413
13982,21309,28420
13982,21209,28427
19627,11502,28430
13982,21109,28434
19627,11402,28439
13982,21009,28441
19627,11403,28446
13982,20909,28448
19627,11404,28453
13982,20809,28455
19627,11305,28460
13982,20709,28462
19627,11306,28467
13982,20710,28469
19627,11307,28474
13982,20711,28478
19627,11308,28481
19627,11309,28488
11532,11300,28490
19627,11310,28495
11532,11301,28499
19627,11411,28502
11532,11302,28506
19627,11410,28509
11532,11403,28513
19627,21411,28518
11532,11404,28520
11532,11405,28527
15801,11502,28530
11532,11406,28534
19627,21410,28534
15801,11402,28539
11532,11407,28541
19627,21310,28541
15801,11403,28547
11532,11308,28548
19627,21210,28548
11532,11309,28555
15801,11404,28555
19627,21109,28555
11532,11310,28562
19627,21009,28562
15801,11405,28563
11532,11411,28569
19627,20909,28569
15801,11306,28571
11532,11410,28576
19627,20809,28576
15801,11207,28579
19627,20709,28583
11532,21411,28585
15801,11307,28587
19627,20710,28590
15801,11308,28595
19627,20711,28599
11532,21410,28601
15801,11309,28603
11532,21309,28608
15801,11310,28611
11532,21209,28615
15801,11411,28619
11532,21109,28622
15801,11410,28627
11532,21009,28629
12602,11504,28630
11532,20909,28636
15801,21411,28636
12602,11404,28638
19027,11502,28640
11532,20809,28643
12602,11405,28645
19027,11402,28649
11532,20709,28650
12602,11306,28652
15801,21410,28652
19027,11403,28656
11532,20710,28657
12602,11307,28659
15801,21310,28660
19027,11404,28663
11532,20711,28666
12602,11208,28666
15801,21209,28668
19027,11305,28670
12602,11209,28673
15801,21109,28676
19027,11306,28677
12602,11210,28680
15801,21009,28684
19027,11307,28684
12602,11310,28687
19027,11308,28691
15801,20909,28692
12602,11411,28694
19027,11309,28698
15801,20809,28700
12602,11410,28701
19027,11310,28705
15801,20709,28708
12602,21411,28710
16290,11502,28710
19027,11411,28712
15801,20710,28716
16290,11402,28718
19027,11410,28719
16290,11403,28725
12602,21410,28726
15801,20711,28726
19027,21411,28728
16290,11404,28732
12602,21311,28733
16290,11305,28739
12602,21211,28740
19027,21410,28744
16290,11306,28746
12602,21210,28747
19027,21310,28751
16290,11407,28753
12602,21109,28754
19027,21309,28758
14819,11502,28760
16290,11308,28760
12602,21009,28761
19027,21209,28765
16290,11309,28767
12602,20909,28768
14819,11402,28768
19027,21109,28772
16290,11310,28774
12602,20809,28775
14819,11403,28775
17516,20710,28779
19027,21009,28779
16290,11411,28781
12602,20709,28782
14819,11404,28782
19027,20909,28786
17516,20709,28787
16290,11410,28788
12602,20710,28789
14819,11305,28789
15367,20710,28789
16065,20709,28789
18367,20710,28789
18689,20710,28789
12856,11300,28790
14678,11504,28790
19027,20809,28793
17516,20809,28794
14819,11306,28796
16065,20809,28797
16290,21411,28797
12602,20611,28798
15367,20709,28798
10196,20710,28799
10345,20710,28799
12856,11301,28799
14678,11404,28799
14859,20709,28799
15408,20710,28799
15801,20710,28799
18367,20709,28799
18689,20709,28799
19627,20710,28799
19027,20709,28800
17516,20909,28801
14819,11307,28803
15367,20809,28805
16065,20909,28805
12856,11302,28806
14678,11305,28806
14859,20809,28806
17516,21009,28807
18367,20809,28807
18689,20809,28807
10196,20709,28808
15408,20709,28808
10164,20710,28809
10345,20709,28809
11251,20711,28809
12602,20610,28809
13300,20711,28809
17054,20709,28809
18347,20710,28809
19027,20710,28809
19627,20709,28809
14819,11308,28810
15801,20709,28810
15367,20909,28812
12856,11403,28813
14678,11306,28813
14859,20909,28813
16065,21009,28813
16290,21410,28813
17516,21109,28813
10196,20809,28815
15408,20809,28815
18367,20909,28815
18689,20909,28815
11251,20710,28816
10345,20809,28817
12602,20710,28817
13300,20710,28817
14819,11309,28817
17054,20809,28817
18347,20709,28818
19627,20809,28818
10164,20709,28819
11532,20710,28819
11876,20710,28819
14825,20710,28819
15152,20709,28819
15367,21009,28819
17516,21209,28819
19027,20610,28819
12856,11404,28820
14678,11307,28820
14859,21009,28820
15801,20809,28820
16290,21310,28820
16065,21109,28821
10196,20909,28822
15408,20909,28823
18367,21009,28823
18689,21008,28823
14819,11310,28824
10345,20909,28825
11251,20709,28825
17054,20909,28825
17516,21310,28825
12602,20709,28826
15367,21108,28826
18347,20809,28826
10164,20809,28827
12856,11405,28827
13300,20709,28827
14678,11308,28827
14859,21109,28827
15152,20809,28827
16290,21209,28827
19627,20909,28827
16065,21210,28828
10196,21009,28829
11396,20710,28829
11532,20709,28829
11778,20709,28829
11876,20709,28829
12573,20710,28829
14825,20709,28829
15801,20909,28830
18689,21109,28830
14819,11311,28831
15408,21009,28831
18367,21109,28831
17516,21410,28832
10345,21009,28833
11251,20808,28833
15367,21208,28833
17054,21009,28833
12602,20809,28834
12856,11406,28834
14678,11309,28834
14859,21209,28834
16290,21109,28834
18347,20909,28834
10164,20909,28835
13300,20809,28835
15152,20909,28835
16065,21311,28835
10196,21109,28836
19627,21009,28836
11778,20809,28837
12573,20709,28837
11396,20709,28838
11532,20809,28838
11876,20809,28838
14819,11411,28838
14825,20809,28838
15408,21109,28838
17516,21411,28838
18689,21209,28838
15801,21009,28839
18059,20710,28839
18367,21209,28839
19027,20710,28839
11251,20908,28840
15367,21308,28840
10345,21109,28841
12856,11407,28841
14678,11310,28841
14859,21309,28841
16290,21009,28841
17054,21109,28841
12602,20909,28842
16065,21410,28842
18347,21008,28842
10164,21009,28843
13300,20909,28843
15152,21009,28843
10196,21210,28844
11778,20909,28844
19627,21109,28844
12573,20809,28845
14819,11410,28845
15408,21210,28846
18059,20709,28846
18689,21310,28846
11251,21009,28847
11396,20809,28847
11532,20909,28847
11876,20909,28847
14825,20909,28847
15367,21409,28847
17516,11410,28847
18367,21310,28847
19027,20709,28847
12856,11408,28848
14678,11411,28848
14859,21310,28848
15801,21108,28848
10345,21210,28849
16065,21411,28849
16290,20908,28849
17054,21209,28849
18347,21109,28849
10196,21310,28850
12602,21009,28850
16111,11504,28850
10164,21109,28851
11778,21008,28851
13300,21009,28851
15152,21109,28851
19627,21210,28852
12573,20909,28853
15408,21310,28853
18059,20809,28853
18689,21410,28853
14819,21411,28854
15367,21410,28854
11251,21109,28855
12856,11409,28855
14678,11410,28855
14859,21410,28855
18367,21410,28855
19027,20809,28855
11396,20909,28856
11532,21009,28856
11876,21009,28856
14825,21009,28856
15801,21209,28856
16290,20808,28856
17054,21310,28856
18347,21209,28856
10345,21311,28857
10196,21410,28858
11778,21108,28858
12602,21109,28858
16065,11410,28858
16111,11404,28858
10164,21209,28859
13300,21109,28859
15152,21209,28859
18059,20909,28860
18689,21411,28860
19627,21310,28860
12573,21009,28861
15367,21411,28861
15408,21410,28861
12856,11310,28862
14859,21411,28862
11251,21209,28863
16290,20708,28863
17054,21410,28863
18347,21309,28863
18367,21411,28863
19027,20909,28863
10345,21410,28864
11532,21109,28864
11876,21109,28864
14678,21411,28864
14825,21109,28864
15801,21310,28864
11396,21009,28865
11778,21208,28865
16111,11405,28865
10196,21411,28866
12602,21209,28866
10164,21309,28867
13300,21210,28867
15152,21310,28867
18059,21009,28868
19627,21410,28868
12573,21109,28869
12856,11411,28869
13982,20710,28869
15408,21411,28869
18689,11410,28869
14819,21410,28870
15367,11410,28870
16290,20709,28870
18347,21410,28870
11251,21210,28871
14859,11410,28871
17054,21411,28871
19027,21008,28871
10345,21411,28872
11532,21210,28872
11778,21309,28872
11876,21210,28872
14825,21210,28872
15801,21410,28872
16111,11406,28872
18367,11410,28872
11396,21109,28873
12602,21309,28874
13300,21310,28874
15152,21410,28874
16065,11411,28874
10164,21410,28875
10196,11410,28875
12856,11410,28876
13982,20709,28876
18059,21109,28876
19627,21411,28876
12573,21209,28877
16290,20710,28877
11251,21310,28878
14819,21309,28878
15408,11410,28878
18347,21411,28878
19027,21108,28878
11778,21310,28879
16111,11307,28879
11532,21310,28880
11876,21310,28880
14678,21410,28880
14825,21310,28880
17054,11410,28880
10345,11410,28881
11396,21209,28881
12602,21410,28881
13300,21410,28881
15801,21411,28881
15152,21411,28882
16065,11310,28882
13982,20809,28883
10164,21411,28884
12573,21310,28884
16290,20610,28884
18059,21210,28884
11251,21410,28885
12856,21411,28885
18689,11411,28885
19027,21109,28885
19627,11410,28885
11778,21410,28886
14819,21209,28886
15367,11411,28886
16111,11308,28886
14859,11411,28887
18347,11410,28887
14678,21309,28888
18367,11411,28888
11396,21309,28889
11532,21410,28889
11876,21410,28889
12602,21411,28889
14825,21410,28889
16065,11309,28889
13300,21411,28890
13982,20909,28890
15801,11410,28890
10196,11411,28891
15152,11410,28891
18059,21310,28891
18689,11310,28892
19027,21210,28892
10164,11410,28893
11251,21411,28893
12573,21410,28893
14819,21108,28893
15367,11310,28893
16111,11309,28893
11778,21411,28894
14859,11310,28894
15408,11411,28894
14678,21209,28895
16065,11308,28896
17054,11411,28896
18367,11310,28896
10345,11411,28897
11396,21410,28897
13982,21009,28897
11532,21411,28898
11876,21411,28898
12602,11410,28898
14825,21411,28898
18059,21410,28898
10196,11310,28899
13300,11410,28899
18689,11309,28899
19027,21310,28899
14819,21009,28900
15367,11209,28900
16111,11310,28900
12856,21410,28901
14859,11209,28901
15408,11310,28901
19627,11411,28901
11251,11410,28902
12573,21411,28902
14678,21109,28902
11778,11410,28903
16065,11207,28903
18347,11411,28903
13982,21109,28904
17054,11311,28904
18367,11209,28904
10345,11310,28905
11396,21411,28906
15801,11411,28906
18059,21411,28906
19027,21410,28906
10196,11309,28907
11532,11410,28907
11876,11410,28907
14819,20909,28907
14825,11410,28907
15152,11411,28907
15367,11208,28907
18689,11408,28907
14859,11208,28908
16111,11411,28908
10164,11411,28909
12856,21309,28909
14678,21009,28909
15408,11309,28909
16290,20710,28909
19627,11311,28909
16065,11206,28910
12573,11410,28911
13982,21209,28911
17054,11210,28911
18347,11310,28911
18367,11208,28912
10345,11309,28913
10196,11208,28914
12602,11411,28914
14819,20809,28914
15367,11207,28914
15801,11310,28914
18689,11407,28914
19027,21411,28914
11396,11410,28915
13300,11411,28915
14859,11207,28915
15152,11311,28915
18059,11410,28915
12856,21209,28916
14678,20909,28916
15408,11208,28916
16111,11410,28916
16290,20709,28916
19627,11310,28916
16065,11205,28917
10164,11310,28918
11251,11411,28918
13982,21310,28918
17054,11209,28918
18347,11309,28918
11778,11411,28919
18367,11207,28920
10345,11208,28921
14819,20709,28921
15367,11206,28921
18689,11406,28921
10196,11207,28922
12602,11310,28922
14859,11206,28922
15152,11310,28922
15801,11210,28922
11532,11411,28923
11876,11411,28923
14678,20809,28923
14825,11411,28923
15408,11207,28923
16290,20809,28923
19027,11410,28923
12856,21109,28924
13300,11310,28924
19627,11409,28924
11251,11310,28925
13982,21410,28925
16111,21411,28925
17054,11208,28925
18347,11408,28925
10164,11209,28926
11778,11311,28927
12573,11411,28927
14819,20710,28928
15367,11205,28928
18367,11206,28928
18689,11405,28928
10196,11206,28929
10345,11207,28929
14859,11205,28929
12602,11209,28930
14678,20709,28930
15152,11309,28930
15408,11206,28930
15670,11502,28930
15801,11209,28930
16290,20909,28930
11396,11411,28931
12856,21009,28931
18059,11411,28931
19627,11408,28931
11532,11310,28932
11876,11310,28932
13982,21411,28932
14825,11310,28932
17054,11207,28932
18347,11407,28932
10164,11208,28933
11251,11209,28933
13300,11209,28933
11778,11210,28934
12573,11412,28935
18689,11404,28935
10196,11205,28936
14859,11204,28936
18367,11205,28936
10345,11206,28937
12602,11208,28937
14678,20710,28937
15152,11308,28937
15408,11205,28937
16290,21009,28937
12856,20909,28938
15670,11402,28938
15801,11208,28938
19627,11407,28938
17054,11206,28939
18347,11406,28939
19027,11411,28939
10164,11207,28940
11165,11300,28940
11251,11208,28940
11396,11311,28940
11532,11209,28940
11876,11309,28940
14825,11309,28940
18059,11310,28940
11778,11209,28941
13300,11208,28941
13982,11410,28941
16111,21410,28941
12573,11413,28942
18689,11403,28942
14859,11203,28943
10196,11204,28944
12602,11207,28944
15152,11307,28944
16290,21109,28944
18367,11204,28944
10345,11205,28945
12856,20809,28945
15670,11403,28945
19627,11406,28945
15801,11207,28946
17054,11205,28946
18347,11405,28946
10164,11206,28947
11251,11207,28947
11396,11312,28947
11876,11208,28947
14825,11209,28947
18059,11309,28947
19027,11310,28947
11165,11301,28948
11532,11208,28948
11778,11109,28948
16111,21309,28948
12573,11414,28949
13300,11207,28949
14819,20709,28949
18689,11402,28949
12602,11206,28951
15152,11206,28951
16290,21210,28951
12856,20709,28952
15670,11404,28952
18367,11203,28952
19627,11405,28952
10345,11204,28953
18347,11404,28953
10164,11205,28954
11165,11402,28954
11251,11206,28954
11396,11313,28954
11876,11207,28954
14825,11208,28954
15801,11206,28954
17054,11204,28954
18059,11408,28954
19027,11309,28954
11778,11009,28955
16111,21209,28955
11532,11207,28956
12573,11415,28956
14819,20809,28956
13300,11206,28957
13982,11411,28957
12602,11205,28958
15152,11205,28958
16290,21310,28958
14678,20709,28959
15670,11405,28959
12856,20710,28960
10345,11203,28961
11165,11403,28961
11251,11205,28961
11396,11314,28961
14825,11207,28961
17054,11203,28961
18059,11407,28961
19027,11308,28961
11778,10909,28962
11876,11206,28962
16111,21109,28962
10164,11204,28963
12573,11416,28963
14819,20909,28963
15801,11205,28963
11532,11206,28964
13982,11310,28964
16290,21410,28965
12602,11204,28966
13300,11205,28966
14678,20809,28966
15670,11406,28966
11165,11404,28967
12856,20711,28967
15152,11204,28967
11396,11315,28968
14825,11206,28968
18059,11406,28968
19027,11307,28968
10345,11202,28969
11778,10809,28969
16111,21009,28969
11251,11204,28970
11876,11205,28970
12573,11417,28970
14819,21009,28970
13982,11309,28971
11532,11205,28972
16290,21411,28972
12602,11203,28973
14678,20909,28973
15670,11407,28973
15801,11204,28973
11165,11405,28974
11396,11216,28975
13300,11204,28975
14825,11205,28975
15152,11203,28975
18059,11405,28975
19027,11406,28975
11778,10709,28976
16111,20909,28976
14819,21109,28977
11251,11203,28978
13982,11308,28978
11876,11204,28979
14678,21009,28980
15670,11408,28980
11165,11306,28981
16290,11410,28981
11396,11116,28982
11532,11204,28982
15801,11203,28982
19027,11405,28982
11778,10609,28983
15152,11202,28983
16111,20809,28983
18059,11404,28983
14819,21209,28984
13982,11407,28985
11165,11307,28987
14678,21109,28987
15670,11409,28987
11876,11203,28988
11396,11017,28989
11778,10509,28990
16111,20709,28990
11532,11203,28991
14819,21309,28991
11165,11308,28993
14678,21210,28994
15670,11310,28994
11396,10918,28996
11778,10409,28997
16111,20710,28997
16290,11411,28997
14819,21410,28998
11165,11309,28999
11532,11202,29001
14678,21310,29001
15670,11411,29001
11396,10818,29003
11778,10310,29004
16111,20711,29004
16290,11412,29004
11165,11310,29005
14819,21411,29005
14678,21410,29008
15670,11410,29008
12856,20710,29009
11396,10718,29010
11165,11311,29011
11778,10211,29011
16290,11413,29011
14819,11410,29014
14678,21411,29015
12856,20709,29016
11165,11411,29017
11396,10617,29017
15670,21411,29017
11778,10111,29018
16290,11414,29018
16111,20710,29019
11165,11410,29023
12856,20809,29023
11396,10618,29024
14678,11410,29024
11778,10110,29025
16290,11415,29025
16111,20709,29026
12856,20909,29030
14819,11411,29030
11396,10518,29031
11165,21411,29032
16290,11416,29032
15670,21410,29033
16111,20809,29033
12856,21009,29037
14819,11310,29037
11396,10418,29038
16290,11417,29039
14678,11411,29040
15670,21310,29040
16111,20909,29040
12856,21109,29044
14819,11309,29044
11396,10318,29045
14678,11310,29047
15670,21209,29047
16111,21009,29047
11165,21410,29048
12856,21209,29051
14819,11209,29051
11396,10218,29052
11165,21310,29054
14678,11309,29054
15670,21109,29054
16111,21109,29054
14819,11308,29058
11396,10219,29059
12856,21309,29059
11165,21210,29060
14678,11208,29061
15670,21009,29061
16111,21210,29061
14819,11307,29065
11165,21109,29066
11396,10119,29066
12856,21410,29066
14678,11307,29068
15670,20909,29068
16111,21311,29068
11165,21009,29072
14819,11206,29072
12856,21411,29073
14678,11306,29075
15670,20809,29075
16111,21310,29075
11165,20909,29078
14819,11205,29079
12856,11410,29082
14678,11206,29082
15670,20709,29082
16111,21410,29082
11165,20809,29084
14819,11204,29087
14678,11205,29089
15670,20710,29089
16111,21411,29089
11165,20709,29090
11165,20710,29096
15670,20610,29096
12856,11411,29098
16111,11410,29098
13322,11504,29100
11165,20711,29103
12856,11310,29105
13322,11404,29108
15670,20710,29109
11462,11504,29110
12856,11409,29112
16111,11411,29114
13322,11305,29116
15670,20709,29116
11462,11404,29118
12856,11408,29119
16111,11412,29121
13322,11306,29123
15670,20808,29123
11462,11405,29125
12856,11407,29126
16111,11413,29128
13322,11307,29130
15670,20809,29130
11462,11406,29132
12856,11406,29134
16111,11313,29135
13322,11308,29137
15670,20909,29137
11462,11407,29139
12856,11405,29142
16111,11314,29142
13322,11309,29144
15670,21009,29144
11462,11408,29146
11165,20710,29149
16111,11315,29149
12856,11404,29150
13322,11310,29151
15670,21109,29151
11462,11409,29153
11165,20709,29155
16111,11216,29156
12856,11403,29158
13322,11411,29158
15670,21210,29158
11462,11309,29160
11165,20809,29161
16111,11116,29163
12856,11402,29165
13322,11410,29165
15670,21310,29165
11165,20909,29167
11462,11310,29167
16111,11017,29170
15670,21410,29172
11165,21009,29173
11462,11411,29174
13322,21411,29174
16111,10918,29177
11165,21109,29179
15670,21411,29179
11462,11410,29181
16111,10818,29184
11165,21210,29185
15670,11410,29188
11462,21411,29190
13322,21410,29190
11165,21310,29191
16111,10718,29191
11165,21410,29197
13322,21409,29197
16111,10618,29198
11165,21411,29204
13322,21309,29204
15670,11411,29204
16111,10518,29205
11462,21410,29206
13322,21209,29211
15670,11311,29211
16111,10418,29212
11165,11410,29213
11462,21309,29213
13322,21109,29218
15670,11310,29218
16111,10318,29219
11462,21209,29220
13322,21009,29225
15670,11309,29225
16111,10218,29226
11462,21109,29227
11165,11411,29229
13322,20909,29232
15670,11308,29232
16111,10219,29233
11462,21009,29234
11165,11412,29235
13322,20809,29239
15670,11307,29239
16111,10119,29240
11165,11413,29241
11462,20909,29241
13322,20709,29246
15670,11206,29246
11165,11414,29247
11462,20809,29248
11165,11415,29253
13322,20710,29253
15670,11205,29253
11462,20709,29255
11462,20710,29262
15670,11204,29262
15670,11203,29270
11462,20709,29279
11462,20809,29286
11462,20909,29293
11462,21009,29300
11462,21109,29307
11462,21210,29314
10638,11504,29320
11462,21310,29321
11462,21410,29328
10638,11404,29329
11462,21411,29335
10638,11405,29337
11462,11410,29344
10638,11306,29345
10638,11307,29352
10638,11408,29359
11462,11411,29360
10638,11309,29366
11462,11310,29367
10638,11310,29373
11462,11309,29374
10638,11411,29381
11462,11408,29381
10638,11410,29388
11462,11307,29388
11462,11406,29395
10638,21411,29397
11462,11405,29402
11462,11404,29409
10638,21410,29413
11462,11403,29416
10638,21310,29420
11462,11302,29423
10638,21209,29427
11462,11301,29430
10638,21109,29434
10638,21009,29441
10638,20909,29448
10638,20808,29455
10638,20709,29462
10638,20710,29469
10638,20611,29477
15062,11507,29770
15062,11407,29779
15062,11307,29787
15062,11208,29794
15062,11109,29801
15062,11110,29808
11619,11502,29850
