id,sid,time
10164,11305,25889
11876,11410,25893
10164,11306,25896
18689,11502,25900
11876,21411,25902
10164,11307,25903
18689,11402,25908
10164,11308,25910
11778,11504,25910
18689,11403,25915
10164,11309,25917
11876,21410,25918
11778,11404,25919
18689,11404,25922
10164,11310,25924
11876,21309,25925
11778,11405,25926
18689,11405,25929
10164,11411,25931
11876,21209,25932
11778,11306,25933
18689,11306,25936
10164,11410,25938
11876,21109,25939
11778,11307,25940
18689,11307,25943
11876,21009,25946
10164,21411,25947
11778,11308,25947
18689,11308,25950
11876,20909,25953
11778,11309,25954
18689,11309,25957
11876,20809,25960
11778,11310,25961
10164,21410,25963
18689,11310,25964
11876,20709,25967
11778,11411,25968
10164,21309,25970
14678,11502,25970
18689,11411,25971
11876,20710,25974
11778,11410,25975
10164,21209,25977
18689,11410,25978
14678,11402,25979
11876,20711,25981
10164,21109,25984
11778,21411,25984
14678,11403,25986
18689,21411,25987
10164,21009,25991
14678,11404,25993
10164,20909,25998
11778,21410,26000
14678,11405,26000
18689,21410,26003
10164,20809,26005
11778,21310,26007
14678,11406,26007
18689,21309,26010
10164,20709,26012
11778,21209,26014
14678,11407,26014
18689,21209,26017
10164,20710,26019
11778,21109,26021
14678,11408,26021
18689,21109,26024
10164,20610,26026
11778,21009,26028
14678,11309,26028
18689,21009,26031
11778,20909,26035
14678,11310,26035
18689,20909,26038
11778,20809,26042
14678,11411,26042
18689,20809,26045
11778,20709,26049
14678,11410,26049
18689,20709,26052
11778,20710,26056
14678,21411,26058
18689,20710,26059
18367,11502,26060
11778,20610,26063
18689,20711,26066
18367,11402,26068
14678,21410,26074
18367,11403,26075
14678,21409,26081
18367,11404,26082
14678,21309,26088
18367,11405,26089
17516,11502,26090
14678,21209,26095
18367,11406,26096
17516,11402,26099
14678,21109,26102
18367,11407,26103
17516,11403,26106
14678,21009,26109
12573,11502,26110
14825,11502,26110
18367,11408,26110
17516,11404,26113
14678,20909,26116
18367,11309,26117
12573,11402,26118
14825,11402,26119
17516,11305,26120
14678,20808,26123
18367,11310,26124
12573,11403,26125
14825,11403,26126
17516,11306,26127
14678,20709,26130
18367,11411,26131
12573,11404,26132
14825,11404,26133
17516,11307,26134
14678,20710,26137
18367,11410,26138
12573,11305,26139
14825,11405,26140
17516,11408,26141
14678,20711,26144
12573,11306,26146
14825,11306,26147
18367,21411,26147
17516,11309,26148
12573,11307,26153
14825,11307,26154
17516,11310,26155
12573,11308,26160
14825,11208,26161
17516,11411,26162
18367,21410,26163
12573,11309,26167
14825,11309,26168
17516,11410,26169
18367,21310,26170
12573,11310,26174
14825,11310,26175
18367,21209,26177
17516,21411,26178
12573,11311,26181
14825,11411,26182
18367,21109,26184
12573,11411,26188
14825,11410,26189
18367,21009,26191
17516,21410,26194
12573,11410,26195
14825,21411,26198
18367,20909,26198
17516,21309,26201
12573,21411,26204
18367,20808,26205
17516,21209,26208
18367,20709,26212
14825,21410,26214
17516,21109,26215
18367,20710,26219
12573,21410,26220
14825,21309,26221
17516,21009,26222
18367,20611,26226
12573,21310,26227
14825,21209,26228
17516,20909,26229
12573,21209,26234
14825,21109,26235
17516,20809,26236
12573,21109,26241
14825,21009,26242
17516,20709,26243
12573,21009,26248
14825,20909,26249
17516,20710,26250
12573,20909,26255
14825,20809,26256
17516,20711,26257
12573,20809,26262
14825,20709,26263
12573,20709,26269
14825,20710,26270
12573,20710,26276
14825,20610,26277
12573,20711,26283
18123,11504,26290
18123,11404,26299
13339,11502,26300
18123,11305,26306
13339,11402,26309
18123,11306,26313
13339,11403,26316
18123,11307,26320
13339,11404,26323
18123,11308,26327
13339,11405,26330
18123,11409,26334
13339,11305,26337
18123,11310,26341
13339,11306,26344
18123,11411,26348
13339,11307,26351
18123,11410,26355
13339,11308,26358
18123,21411,26364
13339,11209,26365
13339,11310,26372
13339,11411,26379
18123,21410,26380
13339,11410,26386
18123,21309,26387
18123,21209,26394
13339,21411,26395
13982,11502,26400
18123,21109,26401
18123,21009,26408
13982,11402,26409
13339,21410,26411
18123,20909,26415
13982,11403,26416
13339,21311,26418
18123,20809,26422
13982,11404,26423
13339,21210,26425
18123,20709,26429
13982,11405,26430
13339,21109,26432
18123,20710,26436
13982,11406,26437
13339,21009,26439
18123,20610,26443
13982,11306,26444
13339,20909,26446
13982,11307,26451
13339,20809,26453
13982,11308,26458
13339,20709,26460
13982,11309,26465
13339,20710,26467
13982,11310,26472
13339,20611,26474
13982,11411,26479
19027,11502,26480
13982,11410,26486
19027,11402,26489
13982,21411,26495
19027,11403,26496
19027,11404,26503
19027,11305,26510
13982,21410,26511
19027,11306,26517
13982,21409,26518
18059,11502,26520
19027,11307,26524
13982,21309,26525
18059,11402,26529
19027,11308,26531
13982,21209,26532
18059,11403,26536
19027,11309,26538
13982,21109,26539
18059,11404,26543
19027,11310,26545
13982,21008,26546
18059,11305,26550
19027,11411,26552
13982,20909,26553
18059,11306,26557
19027,11410,26559
13982,20809,26560
18059,11307,26564
13982,20709,26567
19027,21411,26568
18059,11308,26571
13982,20710,26574
18059,11309,26578
19027,21410,26584
18059,11310,26585
14819,11504,26590
19027,21310,26591
18059,11411,26592
14819,11404,26598
19027,21209,26598
18059,11410,26599
14819,11405,26604
19027,21109,26605
18059,21411,26608
14819,11406,26610
15670,11504,26610
19027,21009,26612
14819,11307,26616
15670,11404,26619
19027,20909,26619
15152,11502,26620
14819,11308,26622
18059,21410,26624
15670,11405,26626
19027,20809,26626
14819,11309,26628
15152,11402,26628
16290,11502,26630
18059,21310,26631
15670,11406,26633
19027,20709,26633
14819,11310,26634
15152,11403,26635
16290,11402,26638
18059,21210,26638
14819,11411,26640
15670,11307,26640
19027,20710,26640
15152,11404,26642
16290,11303,26645
18059,21109,26645
14819,11410,26646
15670,11308,26647
19027,20611,26647
15152,11405,26649
16290,11404,26652
18059,21009,26652
15670,11309,26654
14819,21411,26655
15152,11306,26656
16290,11305,26659
18059,20909,26659
15670,11310,26661
15152,11307,26663
16290,11306,26666
18059,20809,26666
15670,11411,26668
15152,11308,26670
14819,21410,26671
16290,11307,26673
18059,20709,26673
15670,11410,26675
14819,21310,26677
15152,11309,26677
16290,11308,26680
18059,20710,26680
14819,21210,26683
15152,11310,26684
15670,21411,26684
16290,11309,26687
18059,20610,26687
14819,21209,26689
15152,11411,26691
16290,11310,26694
14819,21109,26695
15152,11410,26698
15670,21410,26700
14819,21009,26701
16290,11411,26701
14819,20909,26707
15152,21411,26707
15670,21310,26707
16290,11410,26708
14819,20809,26713
15670,21209,26714
16290,21411,26717
14819,20709,26719
15670,21109,26721
15152,21410,26723
14819,20710,26725
15670,21009,26728
15152,21310,26730
16290,21410,26733
15670,20909,26735
15152,21209,26737
16290,21309,26740
15670,20809,26742
15152,21109,26744
16290,21209,26747
15670,20709,26749
15152,21009,26751
16290,21109,26754
15670,20710,26756
15152,20909,26758
16290,21009,26761
15670,20711,26764
15152,20809,26765
16290,20909,26768
10638,11502,26770
15152,20709,26772
16290,20809,26775
10638,11402,26779
15152,20710,26779
16290,20709,26782
10638,11403,26786
15152,20610,26786
16290,20710,26789
10638,11404,26793
10638,11305,26800
15801,11502,26800
19617,11502,26800
10638,11306,26807
15801,11402,26809
19617,11402,26809
10638,11407,26814
15801,11403,26816
19617,11403,26816
10638,11308,26821
15801,11404,26823
19617,11404,26823
10638,11209,26828
15801,11305,26830
19617,11405,26830
10638,11210,26835
15801,11306,26837
19617,11306,26837
10638,11310,26842
15801,11207,26844
19617,11307,26844
10638,11411,26849
15801,11308,26851
19617,11308,26851
10638,11410,26856
15801,11309,26858
19617,11409,26858
10638,21411,26865
15801,11310,26865
19617,11310,26865
15801,11411,26872
19617,11411,26872
15801,11410,26879
19617,11410,26879
10638,21410,26881
10638,21309,26888
15801,21411,26888
19617,21411,26888
10638,21209,26895
10638,21109,26902
15801,21410,26904
19617,21410,26904
10638,21009,26909
15801,21309,26911
19617,21309,26911
10638,20909,26916
15801,21209,26918
19617,21209,26918
12602,11300,26920
10638,20808,26923
15801,21109,26925
19617,21109,26925
12602,11301,26928
10638,20709,26930
15801,21009,26932
19617,21009,26932
12602,11302,26935
10638,20710,26937
15801,20909,26939
19617,20909,26939
12602,11403,26942
15801,20809,26946
19617,20809,26946
12602,11404,26949
15801,20709,26953
19617,20709,26953
12602,11405,26956
12573,20710,26959
15801,20710,26960
19617,20710,26960
12602,11406,26963
12573,20709,26967
15801,20611,26969
19617,20610,26969
10762,11502,26970
12602,11407,26970
14863,11504,26970
12573,20809,26974
12602,11308,26977
10762,11402,26978
14863,11404,26979
18059,20710,26979
12573,20908,26981
12602,11309,26984
10762,11403,26985
14863,11305,26986
12573,21009,26988
18059,20709,26988
18123,20710,26989
15408,11502,26990
12602,11310,26991
10762,11404,26992
14863,11306,26993
12573,21109,26995
18059,20808,26995
12602,11411,26998
15408,11402,26998
18123,20709,26998
10164,20710,26999
10196,20710,26999
10762,11405,26999
14678,20710,26999
14819,20709,26999
15801,20710,26999
17516,20710,26999
14863,11307,27000
19627,11300,27000
12573,21209,27002
18059,20908,27002
12602,11410,27005
15408,11403,27005
18123,20809,27005
10762,11306,27006
14819,20809,27006
10164,20709,27007
14863,11308,27007
10196,20709,27008
19627,11301,27008
11462,20710,27009
12573,21309,27009
14678,20709,27009
15801,20709,27009
16290,20709,27009
17516,20709,27009
18059,21009,27009
15408,11404,27012
18123,20908,27012
10762,11307,27013
14819,20909,27013
10164,20809,27014
12602,21411,27014
14863,11309,27014
19627,11302,27014
10196,20809,27016
12573,21310,27016
18059,21109,27016
14678,20809,27017
16290,20809,27017
15801,20809,27018
17516,20809,27018
11462,20709,27019
13982,20709,27019
14819,21009,27019
14825,20710,27019
15408,11405,27019
18123,20909,27019
19027,20710,27019
10762,11408,27020
11532,11300,27020
19627,11402,27020
10164,20909,27021
14863,11310,27021
12573,21410,27023
18059,21210,27023
10196,20909,27024
14678,20909,27025
14819,21109,27025
16290,20909,27025
11462,20809,27026
14825,20709,27026
15408,11306,27026
18123,21009,27026
19627,11403,27026
10762,11309,27027
13982,20809,27027
15801,20909,27027
17516,20909,27027
19027,20709,27027
10164,21008,27028
11532,11301,27028
14863,11411,27028
10638,20709,27029
11778,20710,27029
15670,20710,27029
12573,21411,27030
12602,21410,27030
18059,21310,27030
14819,21209,27031
10196,21009,27032
19627,11404,27032
14678,21009,27033
14825,20809,27033
15408,11307,27033
16290,21009,27033
18123,21108,27033
10762,11310,27034
11462,20909,27034
19027,20809,27034
10164,21109,27035
11532,11302,27035
14863,11410,27035
11778,20709,27036
13982,20909,27036
15801,21009,27036
17516,21009,27036
10638,20809,27037
12602,21310,27037
14819,21309,27037
15670,20709,27037
18059,21410,27037
19627,11405,27038
11876,20710,27039
12573,11410,27039
13300,20710,27039
13339,20710,27039
15367,20710,27039
16111,20710,27039
10196,21109,27040
14825,20909,27040
15408,11308,27040
18123,21208,27040
10762,11411,27041
14678,21109,27041
16290,21109,27041
10164,21210,27042
11462,21009,27042
11532,11403,27042
19027,20909,27042
11778,20809,27043
14819,21410,27043
12602,21309,27044
14863,21411,27044
18059,21411,27044
19627,11306,27044
10638,20908,27045
13982,21009,27045
15670,20809,27045
15801,21109,27045
17516,21109,27045
11876,20709,27046
13300,20709,27047
13339,20709,27047
14825,21009,27047
15408,11309,27047
18123,21209,27047
10196,21210,27048
10762,11410,27048
15367,20709,27048
16111,20709,27048
10164,21310,27049
11396,20710,27049
11532,11404,27049
14678,21209,27049
15152,20710,27049
16290,21209,27049
18367,20710,27049
18689,20710,27049
11462,21109,27050
11778,20909,27050
14819,21411,27050
19027,21009,27050
19627,11307,27050
12602,21208,27051
10638,20909,27052
11876,20809,27053
15670,20909,27053
18059,11410,27053
13982,21109,27054
14825,21109,27054
15408,11310,27054
15801,21209,27054
17516,21210,27054
18123,21310,27054
12573,11411,27055
13300,20809,27055
13339,20808,27055
10164,21410,27056
10196,21310,27056
11396,20709,27056
11532,11305,27056
15152,20709,27056
16290,21310,27056
19627,11308,27056
10762,21411,27057
11778,21009,27057
14678,21210,27057
15367,20809,27057
16111,20809,27057
18367,20709,27057
18689,20709,27057
11462,21209,27058
12602,21109,27058
19027,21109,27058
10638,21009,27059
14819,11410,27059
15800,20710,27059
11876,20909,27060
14863,21410,27060
15408,11411,27061
15670,21009,27061
12573,11412,27062
13339,20909,27062
14825,21209,27062
17516,21310,27062
18123,21410,27062
19627,11309,27062
10164,21411,27063
11532,11306,27063
13300,20909,27063
13982,21209,27063
15801,21310,27063
16290,21410,27063
10196,21410,27064
11396,20809,27064
11778,21109,27064
15152,20809,27064
14678,21310,27065
15367,20909,27065
18367,20809,27065
18689,20809,27065
10638,21109,27066
11462,21309,27066
12602,21009,27066
15800,20709,27066
16111,20909,27066
19027,21210,27066
11876,21009,27067
14863,21310,27068
15408,11410,27068
19627,11310,27068
12573,11413,27069
12856,20710,27069
14825,21310,27069
15670,21109,27069
18059,11411,27069
11532,11307,27070
13339,21009,27070
16290,21411,27070
17516,21410,27070
18123,21411,27070
13300,21009,27071
10164,11410,27072
11396,20909,27072
11778,21209,27072
13982,21310,27072
15152,20909,27072
15801,21410,27072
10196,21411,27073
10762,21410,27073
11462,21410,27073
12602,20909,27073
14678,21410,27073
15800,20808,27073
18367,20909,27073
18689,20909,27073
19027,21310,27073
10638,21209,27074
15367,21009,27074
19627,11411,27074
11876,21109,27075
12856,20709,27075
14819,11411,27075
16111,21008,27075
12573,11414,27076
14863,21210,27076
18059,11311,27076
11532,11308,27077
14825,21410,27077
15408,21411,27077
15670,21209,27077
13339,21109,27078
17516,21411,27078
11778,21309,27079
16290,11410,27079
18123,11410,27079
10762,21311,27080
11396,21009,27080
13300,21109,27080
15152,21008,27080
15800,20909,27080
15801,21411,27080
10638,21309,27081
11462,21411,27081
12602,20809,27081
12856,20809,27081
13982,21410,27081
19027,21410,27081
19627,11410,27081
10196,11410,27082
11876,21210,27082
14678,21411,27082
14819,11310,27082
16111,21108,27082
18367,21009,27082
18689,21009,27082
12573,11315,27083
14863,21109,27083
15367,21108,27083
18059,11310,27083
11532,11309,27084
15670,21309,27085
11778,21410,27086
13339,21210,27086
14825,21411,27086
10762,21210,27087
15152,21108,27087
17516,11410,27087
10164,11411,27088
10638,21410,27088
11396,21109,27088
12602,20709,27088
12856,20909,27088
13300,21210,27088
14819,11309,27088
15800,21009,27088
11876,21310,27089
13982,21411,27089
15801,11410,27089
16111,21208,27089
19027,21411,27089
11462,11410,27090
12573,11316,27090
18059,11409,27090
18367,21109,27090
18689,21108,27090
19627,21411,27090
11532,11310,27091
14678,11410,27091
14863,21009,27091
15367,21208,27091
15408,21410,27093
15670,21410,27093
10762,21209,27094
11778,21411,27094
13339,21310,27094
15152,21208,27094
10164,11310,27095
12602,20710,27095
12856,21009,27095
14819,11208,27095
14825,11410,27095
15800,21109,27095
16290,11411,27095
18123,11411,27095
10638,21411,27096
11396,21209,27096
11876,21410,27096
16111,21308,27096
12573,11417,27097
13300,21310,27097
18059,11408,27097
18689,21208,27097
10196,11411,27098
11532,11411,27098
13982,11410,27098
18367,21209,27098
19027,11410,27098
14863,20909,27099
15367,21309,27099
10762,21109,27101
14819,11207,27101
15152,21308,27101
15408,21310,27101
10164,11309,27102
12602,20611,27102
12856,21109,27102
13339,21410,27102
15670,21411,27102
15800,21208,27102
16290,11412,27102
11396,21309,27103
11778,11410,27103
16111,21409,27103
18123,11310,27103
11876,21411,27104
18059,11407,27104
18689,21309,27104
10638,11410,27105
13300,21410,27105
15801,11411,27105
10196,11310,27106
11462,11411,27106
11532,11410,27106
14863,20809,27106
15367,21410,27106
18367,21309,27106
19627,21410,27106
14678,11411,27107
14819,11206,27107
10762,21009,27108
15152,21309,27108
10164,11208,27109
12856,21209,27109
15408,21209,27109
15800,21309,27109
16290,11413,27109
11396,21409,27110
13339,21411,27110
16065,11504,27110
16111,21410,27110
18123,11309,27110
14825,11411,27111
15670,11410,27111
18059,11406,27111
18689,21410,27111
11876,11410,27113
13300,21411,27113
14819,11205,27113
14863,20709,27113
15801,11310,27113
10196,11210,27114
11462,11310,27114
13982,11411,27114
15367,21411,27114
18367,21409,27114
19027,11411,27114
19627,21310,27114
10762,20909,27115
11532,21411,27115
12856,21210,27115
14678,11310,27115
10164,11207,27116
15152,21409,27116
15408,21109,27116
16290,11414,27116
11396,21410,27117
15800,21410,27117
18123,11408,27117
18059,11405,27118
11778,11411,27119
13339,11410,27119
14819,11204,27119
14825,11310,27119
16065,11404,27119
16111,21411,27119
18689,21411,27119
14863,20710,27120
17054,11300,27120
19627,21309,27120
10196,11209,27121
10638,11411,27121
12856,21310,27121
15801,11309,27121
18367,21410,27121
10762,20809,27122
11462,11409,27122
13300,11410,27122
13982,11310,27122
19027,11311,27122
10164,11206,27123
14678,11309,27123
15152,21410,27123
15367,11410,27123
15408,21009,27123
16290,11415,27123
18123,11407,27124
11396,21411,27125
14819,11203,27125
15800,21411,27125
18059,11404,27125
16065,11305,27126
19627,21209,27126
11778,11311,27127
12856,21410,27127
14825,11209,27127
14863,20610,27127
15670,11411,27127
10196,11208,27128
15801,11209,27128
16111,11410,27128
17054,11301,27128
18689,11410,27128
10638,11412,27129
10762,20709,27129
11462,11408,27129
11876,11411,27129
18367,21411,27129
19027,11310,27129
10164,11205,27130
11026,11502,27130
11143,11504,27130
13982,11309,27130
15408,20909,27130
16290,11316,27130
11532,21410,27131
14678,11308,27131
14819,11202,27131
15152,21411,27131
18123,11406,27131
19627,21109,27132
16065,11306,27133
11396,11410,27134
11778,11310,27134
12856,21411,27134
14825,11208,27134
15800,11410,27134
10196,11207,27135
13339,11411,27135
15670,11310,27135
17054,11402,27135
10638,11413,27136
10762,20710,27136
11462,11407,27136
11876,11310,27136
15801,11208,27136
19027,11309,27136
10164,11204,27137
15408,20809,27137
16290,11417,27137
11026,11402,27138
13300,11411,27138
13982,11408,27138
14678,11208,27138
18123,11405,27138
18367,11410,27138
19627,21009,27138
11143,11404,27139
11532,21310,27139
12602,20610,27139
15367,11411,27139
15152,11410,27140
16065,11207,27140
11778,11209,27141
14825,11207,27141
10196,11206,27142
17054,11403,27142
10638,11414,27143
11462,11406,27143
12856,11410,27143
13339,11412,27143
15670,11309,27143
19027,11308,27143
11876,11209,27144
15408,20709,27144
15801,11207,27144
16111,11411,27144
18689,11411,27144
19627,20909,27144
11026,11403,27145
13982,11407,27145
18123,11404,27145
11532,21210,27146
13300,11310,27146
14678,11207,27146
11143,11305,27147
12602,20710,27147
15367,11310,27147
11778,11109,27148
14825,11206,27148
16065,11208,27148
10196,11205,27149
17054,11404,27149
10638,11415,27150
11396,11411,27150
11462,11405,27150
13339,11413,27150
15800,11411,27150
19027,11307,27150
19627,20809,27150
11876,11208,27151
15408,20710,27151
15670,11308,27151
11026,11404,27152
15801,11206,27152
16111,11412,27152
18689,11310,27152
11532,21109,27153
13300,11209,27153
18123,11403,27153
11143,11306,27154
12602,20709,27154
14678,11206,27154
18367,11411,27154
11778,11009,27155
14825,11205,27155
15367,11309,27155
16065,11309,27155
10196,11204,27156
15152,11411,27156
17054,11405,27156
19627,20709,27156
10638,11416,27157
11462,11304,27157
13339,11414,27157
19027,11406,27157
11396,11412,27158
11876,11207,27158
15670,11307,27158
15800,11412,27158
12856,11411,27159
15408,20611,27159
16111,11312,27159
18689,11309,27159
11026,11405,27160
11532,21009,27160
13300,11208,27160
15801,11205,27160
18123,11302,27160
11143,11407,27161
12602,20809,27161
11778,10909,27162
14678,11205,27162
14825,11204,27162
15367,11308,27162
18367,11310,27162
16065,11310,27163
17054,11305,27163
19627,20710,27163
10196,11203,27164
10638,11417,27164
11462,11403,27164
13339,11415,27164
15152,11310,27164
19027,11405,27164
11396,11413,27165
11876,11206,27165
15670,11206,27165
15800,11413,27165
12856,11310,27166
16111,11313,27166
18689,11308,27166
11026,11406,27167
11532,20909,27167
13300,11207,27167
18123,11301,27167
12602,20909,27168
15801,11204,27168
10762,20709,27169
11143,11308,27169
11778,10809,27169
15367,11208,27169
18367,11209,27169
17054,11306,27170
19627,20611,27170
10196,11202,27171
11462,11402,27171
15152,11209,27171
16065,11411,27171
10638,11418,27172
11396,11314,27172
11876,11205,27172
15800,11414,27172
15670,11205,27173
16111,11314,27173
18689,11307,27173
11026,11407,27174
11532,20809,27174
12856,11309,27174
13300,11206,27174
12602,21009,27175
10762,20809,27176
11778,10709,27176
15367,11207,27176
18367,11208,27176
11143,11309,27177
17054,11307,27177
11462,11301,27178
15152,11208,27178
16065,11410,27178
10638,11419,27179
11396,11315,27179
11876,11204,27179
15800,11415,27179
12856,11308,27180
18689,11406,27180
11026,11408,27181
11532,20709,27181
13300,11205,27181
15670,11204,27181
16111,11315,27181
12602,21109,27182
10762,20909,27183
11778,10609,27183
15367,11206,27183
18367,11207,27183
17054,11208,27184
11143,11310,27185
15152,11207,27185
10638,11420,27186
11396,11216,27186
12856,11407,27186
15800,11316,27186
11876,11203,27187
16065,21411,27187
18689,11405,27187
11026,11409,27188
11532,20710,27188
12602,21210,27189
13300,11204,27189
16111,11216,27189
10762,21009,27190
11778,10509,27190
15367,11205,27190
18367,11206,27190
17054,11308,27191
11143,11411,27192
15152,11206,27192
10638,11520,27193
11396,11116,27193
12856,11406,27193
15800,11417,27193
11876,11202,27194
18689,11404,27194
11026,11310,27195
11532,20611,27195
12602,21310,27196
10762,21109,27197
11778,10409,27197
16111,11116,27197
18367,11205,27197
13300,11203,27198
15367,11204,27198
17054,11309,27198
11143,11410,27199
12856,11405,27199
15152,11205,27199
10638,11519,27200
11396,11017,27200
15800,11418,27200
18689,11403,27201
11026,11411,27202
12602,21410,27203
16065,21410,27203
10762,21209,27204
11778,10309,27204
13300,11202,27205
16111,11017,27205
17054,11310,27205
18367,11204,27205
12856,11404,27206
11396,10916,27207
15367,11203,27207
15800,11419,27207
11143,21411,27208
18689,11402,27208
11026,11410,27209
11165,11502,27210
12602,21411,27210
10762,21309,27211
11778,10210,27211
16065,21310,27211
17054,11411,27212
12856,11403,27213
16111,10918,27213
11396,10817,27214
15800,11420,27214
18367,11203,27214
10762,21409,27218
11026,21411,27218
11778,10111,27218
16065,21309,27218
11165,11402,27219
12602,11410,27219
12856,11402,27219
17054,11410,27219
11251,11504,27220
16111,10818,27220
11396,10818,27221
15800,11520,27221
18367,11202,27221
11143,21410,27224
10762,21410,27225
11778,10110,27225
16065,21209,27225
11165,11403,27227
16111,10717,27227
11396,10717,27228
17054,21411,27228
11251,11404,27229
15408,20710,27229
19627,20711,27229
11143,21409,27231
10762,21411,27232
16065,21109,27232
11026,21410,27234
11165,11404,27234
16111,10618,27234
11396,10718,27235
12602,11411,27235
19627,20710,27235
11251,11305,27236
15408,20709,27236
11143,21309,27238
16065,21009,27239
10762,11410,27241
11026,21409,27241
16111,10518,27241
11165,11405,27242
11396,10618,27242
12602,11310,27242
19627,20709,27242
11251,11306,27243
15408,20809,27243
17054,21410,27244
11143,21209,27245
16065,20909,27246
11026,21309,27248
16111,10418,27248
11396,10518,27249
12602,11209,27249
19627,20809,27249
11165,11406,27250
11251,11307,27250
15408,20909,27250
17054,21310,27251
11143,21109,27252
16065,20809,27253
11026,21209,27255
16111,10318,27255
11396,10418,27256
12602,11208,27256
19627,20909,27256
10762,11411,27257
11165,11307,27257
11251,11208,27257
15408,21009,27257
17054,21209,27258
11143,21009,27259
11532,20710,27259
16065,20709,27261
11026,21108,27262
16111,10218,27262
11396,10318,27263
12602,11207,27263
19627,21009,27263
10762,11412,27264
11251,11309,27264
15408,21109,27264
11165,11308,27265
17054,21109,27265
11532,20709,27266
11143,20909,27267
16065,20710,27268
11026,21009,27269
16111,10219,27269
11396,10218,27270
12602,11206,27270
19627,21109,27270
10762,11413,27271
11251,11310,27271
15408,21209,27271
11165,11309,27272
17054,21009,27272
11532,20809,27273
11143,20809,27274
11026,20909,27276
16111,10119,27276
11396,10219,27277
12602,11205,27277
19627,21209,27277
10762,11414,27278
11251,11311,27278
15408,21310,27278
11165,11310,27279
16065,20709,27279
17054,20909,27279
11532,20909,27280
11143,20709,27282
11026,20809,27283
11396,10119,27284
19627,21310,27284
10762,11415,27285
11251,11411,27285
12602,11204,27285
15408,21410,27285
11165,11411,27286
